episode,reward,ep_len,covered,solved,invalid_actions,invalid_rate,critic_loss,actor_loss,alpha
340,-1.0,8,28,0,1,0.125,1.2573702335357666,-9.869203567504883,0.8123043179512024
341,-1.0,8,28,0,1,0.125,1.263505458831787,-9.973672866821289,0.8102732300758362
342,-1.0,8,28,0,1,0.125,1.5943220853805542,-9.764880180358887,0.8082506656646729
343,-1.0,7,24,0,1,0.143,1.1580846309661865,-10.040596961975098,0.8064699769020081
344,-1.0,8,28,0,1,0.125,2.026465892791748,-9.922811508178711,0.8044344186782837
345,-1.0,9,32,0,1,0.111,1.50339674949646,-10.302112579345703,0.8021575212478638
346,-1.0,9,32,0,1,0.111,1.1426348686218262,-9.86120891571045,0.7999183535575867
347,-1.0,8,28,0,1,0.125,1.0280249118804932,-10.391339302062988,0.797920823097229
348,-1.0,8,28,0,1,0.125,1.2175371646881104,-9.994719505310059,0.7959240078926086
349,-1.0,8,28,0,1,0.125,0.8235495090484619,-10.146993637084961,0.7939214706420898
350,-1.0,8,28,0,1,0.125,1.4237990379333496,-10.23470687866211,0.7918972373008728
351,-1.0,7,24,0,1,0.143,1.0382368564605713,-10.39492416381836,0.7901517152786255
352,-1.0,7,24,0,1,0.143,1.177063226699829,-9.936688423156738,0.788419783115387
353,-1.0,8,28,0,1,0.125,1.1433556079864502,-10.529052734375,0.7864357233047485
354,-1.0,8,28,0,1,0.125,1.1817412376403809,-10.034758567810059,0.7844500541687012
355,-1.0,7,24,0,1,0.143,1.4749152660369873,-10.216526985168457,0.7827056646347046
356,-1.0,8,28,0,1,0.125,1.0893455743789673,-10.012451171875,0.7806983590126038
357,-1.0,8,28,0,1,0.125,1.2086344957351685,-10.221012115478516,0.7786843180656433
358,-1.0,8,28,0,1,0.125,0.7512738704681396,-10.49467658996582,0.7766799926757812
359,-1.0,7,24,0,1,0.143,1.4174869060516357,-10.372884750366211,0.7749342322349548
360,-1.0,8,28,0,1,0.125,0.9271222352981567,-10.723282814025879,0.7729299664497375
361,-1.0,8,28,0,1,0.125,1.3662331104278564,-10.797607421875,0.7709476351737976
362,-1.0,8,28,0,1,0.125,0.7536371350288391,-10.511287689208984,0.7689815759658813
363,-1.0,9,32,0,1,0.111,0.6204652786254883,-10.912206649780273,0.7668026685714722
364,-1.0,8,28,0,1,0.125,0.8991167545318604,-10.589508056640625,0.7648711204528809
365,-1.0,8,28,0,1,0.125,1.3377577066421509,-10.840270042419434,0.7629360556602478
366,-1.0,9,32,0,1,0.111,0.9837740659713745,-10.908164024353027,0.7607421875
367,-1.0,8,28,0,1,0.125,1.0058151483535767,-10.579224586486816,0.7588005661964417
368,-1.0,7,24,0,1,0.143,0.9107540249824524,-11.146682739257812,0.7570815086364746
369,-1.0,7,24,0,1,0.143,1.048811674118042,-10.92222785949707,0.7553797364234924
370,-1.0,8,28,0,1,0.125,1.3495240211486816,-10.706672668457031,0.7534425854682922
371,-1.0,9,32,0,1,0.111,0.9218721985816956,-10.788683891296387,0.7512728571891785
372,-1.0,9,32,0,1,0.111,1.0005087852478027,-10.867879867553711,0.7490992546081543
373,-1.0,6,20,0,1,0.167,0.7700647115707397,-10.803518295288086,0.7476584315299988
374,-1.0,8,28,0,1,0.125,0.8811584711074829,-11.212810516357422,0.74574875831604
375,-1.0,9,32,0,1,0.111,0.905138373374939,-11.036223411560059,0.7436172962188721
376,-1.0,9,32,0,1,0.111,0.6815274953842163,-10.682409286499023,0.7414732575416565
377,-1.0,9,32,0,1,0.111,0.6661775708198547,-11.285970687866211,0.7393269538879395
378,-1.0,9,32,0,1,0.111,0.8706664443016052,-11.161189079284668,0.7371846437454224
379,-1.0,9,32,0,1,0.111,0.7822932004928589,-10.67703628540039,0.7350671291351318
380,-1.0,8,28,0,1,0.125,1.0278444290161133,-10.785258293151855,0.7332102656364441
381,-1.0,6,20,0,1,0.167,0.8012111186981201,-10.752792358398438,0.7318109273910522
382,-1.0,7,24,0,1,0.143,1.3518059253692627,-11.044075012207031,0.7301714420318604
383,-1.0,9,32,0,1,0.111,0.8994510769844055,-10.448394775390625,0.7280619740486145
384,-1.0,7,24,0,1,0.143,1.1406257152557373,-10.848057746887207,0.7264077067375183
385,-1.0,7,24,0,1,0.143,0.685373067855835,-10.944500923156738,0.7247713208198547
386,-1.0,9,32,0,1,0.111,0.6751255989074707,-11.067919731140137,0.7226486206054688
387,-1.0,8,28,0,1,0.125,0.9349619150161743,-11.071608543395996,0.7207497954368591
388,-1.0,9,32,0,1,0.111,0.919084906578064,-10.973395347595215,0.7186329364776611
389,-1.0,8,28,0,1,0.125,0.7456010580062866,-11.670812606811523,0.7167615294456482
390,-1.0,7,24,0,1,0.143,0.5677334666252136,-11.570149421691895,0.7151339054107666
391,-1.0,8,28,0,1,0.125,0.9013233184814453,-11.148388862609863,0.7132904529571533
392,-1.0,8,28,0,1,0.125,0.914459228515625,-11.339975357055664,0.711437463760376
393,-1.0,7,24,0,1,0.143,0.577244758605957,-11.15496826171875,0.7098320722579956
394,-1.0,8,28,0,1,0.125,0.8778966665267944,-11.342641830444336,0.7080026865005493
395,-1.0,8,28,0,1,0.125,0.7294422388076782,-11.23161792755127,0.7061517834663391
396,-1.0,8,28,0,1,0.125,0.6966880559921265,-10.9409761428833,0.7043114304542542
397,-1.0,7,24,0,1,0.143,0.5297764539718628,-11.468905448913574,0.7027164101600647
398,-1.0,9,32,0,1,0.111,0.8130648136138916,-10.885042190551758,0.7006482481956482
399,-1.0,9,32,0,1,0.111,0.5318771600723267,-11.107608795166016,0.698571503162384
400,-1.0,8,28,0,1,0.125,0.6626781225204468,-10.927118301391602,0.6967302560806274
401,-1.0,8,28,0,1,0.125,0.503410279750824,-11.279752731323242,0.6949105858802795
402,-1.0,8,28,0,1,0.125,0.621913731098175,-11.086426734924316,0.693109929561615
403,-1.0,7,24,0,1,0.143,1.1865417957305908,-11.213762283325195,0.6915358901023865
404,-1.0,9,32,0,1,0.111,0.6934975981712341,-11.252816200256348,0.6895067691802979
405,-1.0,8,28,0,1,0.125,0.9781705141067505,-11.252873420715332,0.6877184510231018
406,-1.0,9,32,0,1,0.111,0.579513669013977,-11.48870849609375,0.685727596282959
407,-1.0,7,24,0,1,0.143,0.6448315382003784,-11.316767692565918,0.6841739416122437
408,-1.0,9,32,0,1,0.111,0.7296384572982788,-11.388672828674316,0.6821907162666321
409,-1.0,8,28,0,1,0.125,0.6587631702423096,-11.337559700012207,0.6804192662239075
410,-1.0,7,24,0,1,0.143,0.6423647403717041,-10.87569522857666,0.6788682341575623
411,-1.0,9,32,0,1,0.111,0.7171287536621094,-11.644672393798828,0.6768913269042969
412,-1.0,9,32,0,1,0.111,0.6256779432296753,-11.794254302978516,0.6749359369277954
413,-1.0,7,24,0,1,0.143,0.46504855155944824,-11.429811477661133,0.6734284162521362
414,-1.0,7,24,0,1,0.143,0.5727468729019165,-11.223977088928223,0.6719297766685486
415,-1.0,7,24,0,1,0.143,0.8913637399673462,-11.733027458190918,0.6704115867614746
416,-1.0,7,24,0,1,0.143,0.45471492409706116,-11.314350128173828,0.6689079403877258
417,-1.0,8,28,0,1,0.125,0.8053398132324219,-11.001604080200195,0.6672026515007019
418,-1.0,8,28,0,1,0.125,0.7486748695373535,-10.889591217041016,0.6654977798461914
419,-1.0,8,28,0,1,0.125,0.41940897703170776,-11.277655601501465,0.663787305355072
420,-1.0,8,28,0,1,0.125,0.6610490679740906,-11.004210472106934,0.6620718240737915
421,-1.0,8,28,0,1,0.125,0.5207129716873169,-11.037405967712402,0.6603630185127258
422,-1.0,7,24,0,1,0.143,0.5920596122741699,-11.33089828491211,0.6588846445083618
423,-1.0,9,32,0,1,0.111,0.40452057123184204,-11.42869758605957,0.6569929718971252
424,-1.0,8,28,0,1,0.125,0.6542428731918335,-11.55114459991455,0.6553428173065186
425,-1.0,7,24,0,1,0.143,0.7606745958328247,-11.123571395874023,0.6539051532745361
426,-1.0,7,24,0,1,0.143,0.6237006187438965,-11.425522804260254,0.6524697542190552
427,-1.0,8,28,0,1,0.125,0.6290712356567383,-11.478805541992188,0.6508236527442932
428,-1.0,9,32,0,1,0.111,0.5977990627288818,-11.300507545471191,0.6489426493644714
429,-1.0,8,28,0,1,0.125,1.0514878034591675,-11.061246871948242,0.6472899913787842
430,-1.0,9,32,0,1,0.111,0.6850082874298096,-10.972063064575195,0.6454296708106995
431,-1.0,8,28,0,1,0.125,0.4052277207374573,-10.78609561920166,0.6437772512435913
432,-1.0,9,32,0,1,0.111,0.4482318162918091,-10.902701377868652,0.6419297456741333
